#  BK WIDE OPEN WEST GEOFEEDS 6-10-2022,,,
69.14.202.0/23,US,US-SC,Charleston
50.4.34.0/24,US,US-SC,Charleston
50.4.144.0/22,US,US-SC,Charleston
207.98.159.0/24,US,US-SC,Charleston
50.4.148.0/22,US,US-SC,Charleston
50.4.62.0/24,US,US-SC,Charleston
50.4.63.0/24,US,US-SC,Charleston
143.59.186.0/24,US,US-SC,Charleston
23.28.221.0/24,US,US-SC,Charleston
24.192.72.0/21,US,US-SC,Charleston
69.14.241.0/24,US,US-SC,Charleston
69.14.90.0/24,US,US-SC,Charleston
50.4.125.0/24,US,US-SC,Charleston
50.4.126.0/24,US,US-SC,Charleston
50.4.180.0/24,US,US-SC,Charleston
24.236.70.0/23,US,US-SC,Charleston
50.4.181.0/24,US,US-SC,Charleston
24.236.91.0/24,US,US-SC,Charleston
24.236.92.0/24,US,US-SC,Charleston
24.236.116.0/23,US,US-SC,Charleston
24.236.126.0/23,US,US-SC,Charleston
69.73.14.128/26,US,US-SC,Charleston
76.73.137.0/24,US,US-SC,Charleston
76.73.138.0/24,US,US-SC,Charleston
76.73.143.0/24,US,US-SC,Charleston
76.73.148.0/25,US,US-SC,Charleston
76.73.151.0/24,US,US-SC,Charleston
76.73.184.0/24,US,US-SC,Charleston
74.199.26.0/23,US,US-SC,Charleston
