#SUBNET,COUNTRY,STATE,CITY,ZIP
#BJK UPDATED 6-22-2022,,,,
#SOUTHERN MARKETS,,,,
143.59.139.0/24,US,US-MI,Redford,48239
50.4.100.0/24,US,US-MI,Redford,48239
64.233.233.160/27,US,US-MI,Redford,48239
69.14.196.96/27,US,US-MI,Redford,48239
69.14.188.64/27,US,US-MI,Redford,48239
69.47.227.32/27,US,US-MI,Clinton Township,48035
24.192.160.0/21,US,US-MI,Clinton Township,48035
24.192.168.0/21,US,US-MI,Clinton Township,48035
69.14.128.0/21,US,US-MI,Clinton Township,48035
69.14.0.0/21,US,US-MI,Clinton Township,48035
24.192.176.0/21,US,US-MI,Clinton Township,48035
24.192.184.0/21,US,US-MI,Clinton Township,48035
69.14.80.0/21,US,US-MI,Clinton Township,48035
74.199.64.0/21,US,US-MI,Clinton Township,48035
24.192.40.0/21,US,US-MI,Clinton Township,48035
76.73.128.0/24,US,US-MI,Clinton Township,48035
64.233.216.128/26,US,US-MI,Clinton Township,48035
64.233.242.32/28,US,US-MI,Clinton Township,48035
69.14.196.32/27,US,US-MI,Clinton Township,48035
23.28.193.128/26,US,US-MI,Clinton Township,48035
50.4.240.0/20,US,US-MI,Clinton Township,48035
24.192.208.0/20,US,US-MI,Clinton Township,48035
50.4.192.0/20,US,US-MI,Clinton Township,48035
24.192.112.0/21,US,US-MI,Clinton Township,48035
64.233.192.32/27,US,US-MI,Clinton Township,48035
69.14.190.32/27,US,US-MI,Clinton Township,48035
69.14.190.64/26,US,US-MI,Clinton Township,48035
69.14.191.64/27,US,US-MI,Royal Oak,48067
67.149.112.0/22,US,US-MI,Royal Oak,48067
50.4.236.0/22,US,US-MI,Royal Oak,48067
69.14.112.0/22,US,US-MI,Royal Oak,48067
69.14.32.0/22,US,US-MI,Royal Oak,48067
67.149.160.0/20,US,US-MI,Royal Oak,48067
67.149.0.0/21,US,US-MI,Royal Oak,48067
69.14.224.0/22,US,US-MI,Royal Oak,48067
74.199.80.0/22,US,US-MI,Royal Oak,48067
67.149.228.0/22,US,US-MI,Royal Oak,48067
74.199.84.0/22,US,US-MI,Royal Oak,48067
64.233.216.64/26,US,US-MI,Royal Oak,48067
69.14.190.160/27,US,US-MI,Royal Oak,48067
96.27.182.64/27,US,US-MI,Royal Oak,48067
96.27.182.128/27,US,US-MI,Royal Oak,48067
69.47.227.64/27,US,US-MI,Royal Oak,48067
67.149.56.0/21,US,US-MI,Royal Oak,48067
67.149.104.0/22,US,US-MI,Royal Oak,48067
74.199.52.0/22,US,US-MI,Royal Oak,48067
67.149.88.0/21,US,US-MI,Royal Oak,48067
69.14.164.0/22,US,US-MI,Royal Oak,48067
69.14.180.0/22,US,US-MI,Royal Oak,48067
69.14.184.0/22,US,US-MI,Royal Oak,48067
64.233.217.112/28,US,US-MI,Royal Oak,48067
69.14.190.192/26,US,US-MI,Royal Oak,48067
69.14.196.0/27,US,US-MI,Royal Oak,48067
64.53.225.0/26,US,US-MI,Royal Oak,48067
76.73.145.96/27,US,US-MI,Sterling Heights,48310
24.192.192.0/20,US,US-MI,Sterling Heights,48310
69.14.144.0/20,US,US-MI,Sterling Heights,48310
74.199.96.0/21,US,US-MI,Sterling Heights,48310
143.59.252.0/24,US,US-MI,Sterling Heights,48310
69.14.200.0/23,US,US-MI,Sterling Heights,48310
24.35.43.0/24,US,US-MI,Sterling Heights,48310
74.199.48.0/24,US,US-MI,Sterling Heights,48310
64.233.216.16/28,US,US-MI,Sterling Heights,48310
64.233.217.32/28,US,US-MI,Sterling Heights,48310
64.233.242.48/28,US,US-MI,Sterling Heights,48310
64.233.242.64/28,US,US-MI,Sterling Heights,48310
23.28.193.96/27,US,US-MI,Sterling Heights,48310
23.28.240.128/26,US,US-MI,Sterling Heights,48310
67.149.96.0/21,US,US-MI,Sterling Heights,48310
67.149.40.0/21,US,US-MI,Sterling Heights,48310
67.149.144.0/21,US,US-MI,Sterling Heights,48310
69.1.61.0/24,US,US-MI,Sterling Heights,48310
64.233.216.224/27,US,US-MI,Sterling Heights,48310
96.27.80.0/20,US,US-MI,Trenton,48183
24.192.240.0/21,US,US-MI,Trenton,48183
67.149.220.0/22,US,US-MI,Trenton,48183
64.233.213.104/29,US,US-MI,Trenton,48183
64.233.217.136/29,US,US-MI,Trenton,48183
64.233.217.144/28,US,US-MI,Trenton,48183
69.14.196.64/27,US,US-MI,Trenton,48183
50.4.104.0/21,US,US-MI,Troy,48083
69.14.16.0/20,US,US-MI,Troy,48083
69.14.120.0/21,US,US-MI,Troy,48083
67.149.128.0/21,US,US-MI,Troy,48083
64.233.217.160/28,US,US-MI,Troy,48083
64.233.242.192/26,US,US-MI,Troy,48083
96.27.182.32/27,US,US-MI,Troy,48083
76.73.145.128/25,US,US-MI,Troy,48083
24.192.52.0/22,US,US-MI,Troy,48083
24.192.248.0/21,US,US-MI,Troy,48083
69.14.248.0/21,US,US-MI,Troy,48083
64.233.192.0/27,US,US-MI,Troy,48083
67.149.248.0/21,US,US-MI,Shelby Township,48317
143.59.108.0/23,US,US-MI,Shelby Township,48317
50.4.16.0/24,US,US-MI,Shelby Township,48317
96.27.8.0/21,US,US-MI,Shelby Township,48317
96.27.16.0/21,US,US-MI,Shelby Township,48317
69.14.36.0/22,US,US-MI,Shelby Township,48317
23.28.144.0/21,US,US-MI,Shelby Township,48317
50.4.120.0/23,US,US-MI,Shelby Township,48317
24.96.61.0/24,US,US-MI,Shelby Township,48317
143.59.138.0/24,US,US-MI,Shelby Township,48317
50.4.233.0/24,US,US-MI,Shelby Township,48317
64.233.242.80/28,US,US-MI,Shelby Township,48317
69.14.190.0/27,US,US-MI,Shelby Township,48317
69.14.190.128/27,US,US-MI,Shelby Township,48317
24.192.154.0/26,US,US-MI,Shelby Township,48317
96.27.32.0/21,US,US-MI,Shelby Township,48317
96.27.40.0/21,US,US-MI,Shelby Township,48317
96.27.48.0/21,US,US-MI,Shelby Township,48317
69.14.68.0/22,US,US-MI,Shelby Township,48317
67.149.24.0/24,US,US-MI,Shelby Township,48317
23.28.244.0/24,US,US-MI,Shelby Township,48317
64.233.216.192/27,US,US-MI,Shelby Township,48317
143.59.15.192/26,US,US-MI,Shelby Township,48317
